runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;15;484.47;952;952;641;450;66.67;93.33;350.53;2676.03;2676.03;835;3.88;1;0.06
NA;2;22;506.14;940;924.7;684;436;68.18;95.45;358.55;2665.29;2665.29;864.68;3.87;1;0.04
NA;3;32;521.19;1175;1052.15;746.75;459.5;65.62;90.62;421.22;3323.24;3290.93;942.41;4.33;2;0.06
NA;4;45;671.47;1198;1172.9;893.5;618;48.89;75.56;332.91;2379.21;2366.37;1004.38;3.68;3;0.06
NA;5;26;592.19;1199;1156.3;912.5;492;65.38;76.92;601;4852.8;4550.32;1193.19;5.21;21;0.45
NA;6;43;624.23;1115;1101;925;525;55.81;72.09;549.47;3895.74;3365.45;1173.7;4.37;15;0.26
NA;7;54;688.89;1423;1295.25;913;649;42.59;72.22;485.39;3437;2850.7;1174.28;4.02;9;0.14
NA;8;58;656.02;1371;1238;900.25;592.5;50;75.86;471.78;3092.19;2319.77;1127.79;3.64;11;0.16
NA;9;58;624.17;1262;1215.55;844.75;567;53.45;75.86;391.57;2760.65;2453.09;1015.74;3.73;12;0.17
NA;10;64;624.8;1270;1134.75;929.5;596.5;50;73.44;568.97;4082.24;3315.52;1193.77;4.33;16;0.2
NA;11;72;651.14;1438;1216.75;903.5;567.5;51.39;75;404.35;2728.45;2362.97;1055.49;3.67;16;0.18
NA;12;76;701.38;1438;1195.75;988.25;653.5;43.42;68.42;399.3;2789.24;2405.69;1100.68;3.7;14;0.16
NA;13;82;668.83;1326;1175.85;922.5;620;48.78;73.17;420.62;3001.96;2509.07;1089.45;3.76;16;0.16
NA;14;83;646.72;1314;1192.2;980;554;54.22;72.29;413.52;3206.89;2795.95;1060.24;3.97;11;0.12
NA;15;82;672.79;1313;1178.2;1001.5;580.5;53.66;71.95;534.54;4088.01;3387.44;1207.33;4.38;9;0.1
NA;16;77;641.96;1441;1125.9;853;585;50.65;81.82;515;3996.43;3460.45;1156.96;4.43;9;0.1
NA;17;74;661.69;1215;1157;878.25;649.5;44.59;77.03;570.01;4493.32;4092.18;1231.7;4.87;8;0.1
NA;18;74;732.49;1329;1199.75;950.5;754.5;32.43;67.57;620.22;5052.82;4728.33;1352.7;5.32;9;0.11
NA;19;78;714.63;1403;1230;908.25;712;35.9;75.64;619.99;4948.16;4546.68;1334.62;5.19;14;0.15
NA;20;78;675.65;1232;1198.75;881.25;677.5;42.31;76.92;526.92;4301.34;4121.4;1202.58;4.89;9;0.1
