vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;25723.76;7798.36;17925.4;7798.36
drtE45;52168.32;48443.68;3724.64;57689.14
drtE6;44349.7;33121.69;11228;37594.25
drtE46;66887.6;59504.08;7383.52;137569.93
drtE3;43577.96;18251.61;25326.35;18251.61
drtE47;31158.39;18215.02;12943.36;20231.74
drtE4;29467.72;16733.53;12734.19;16733.53
drtE48;110614.76;82977.6;27637.16;82977.6
drtE1;20040.31;12306.71;7733.6;12306.71
drtE49;64948.45;60608.75;4339.7;63839.59
drtE2;81914.99;76555.31;5359.68;136694.78
drtE0;0;0;0;0
drtE9;32610.93;24760.84;7850.09;24760.84
drtE7;87837.5;59766.38;28071.12;59766.38
drtE8;16792.18;4706.45;12085.74;4706.45
drtE50;54383.43;38295.66;16087.77;72326.3
drtE51;58156.91;47815.92;10340.99;114978.41
drtE52;32596.95;27218.38;5378.57;71284.64
drtE53;58808.1;47929.91;10878.19;59768.76
drtE10;139036.37;37843.74;101192.63;38334.81
drtE11;15333.68;13495.87;1837.81;13495.87
drtE34;158732.23;69431.29;89300.94;71517.53
drtE35;7972.34;1429.5;6542.84;1429.5
drtE36;18228.64;15169.75;3058.89;15169.75
drtE37;90956.53;78807.78;12148.76;81948.41
drtE38;63422.01;57665.41;5756.6;117053.26
drtE39;139659.73;46228.8;93430.92;60704.12
drtE40;105782.49;65547.47;40235.03;66542.76
drtE41;51291.86;9177.36;42114.5;9177.36
drtE42;18719.62;11451.86;7267.76;11451.86
drtE43;83772.9;48170.82;35602.08;50573.63
drtE44;19716.07;19387.37;328.71;25901.49
drtE23;68039.13;25755.28;42283.84;25755.28
drtE24;53208.02;42956.84;10251.18;60749.72
drtE25;9055.52;1727.06;7328.47;1727.06
drtE26;121511.82;57216.76;64295.06;57216.76
drtE27;90011.2;65340.59;24670.62;113489.73
drtE28;43356.55;16295.85;27060.7;16854.49
drtE29;95724.85;56518.99;39205.87;58437.86
drtE30;41838.38;27828.55;14009.83;27828.55
drtE31;62102.98;48090.79;14012.19;53411.49
drtE32;0;0;0;0
drtE33;11149.4;10643.32;506.08;10643.32
drtE12;76689.11;19626.97;57062.14;19626.97
drtE13;78328.67;21082.84;57245.83;23904.44
drtE14;39379.04;24574.25;14804.79;33043.82
drtE15;105404.85;14480.87;90923.98;14480.87
drtE16;57541.27;39102.93;18438.34;60394.57
drtE17;36424.75;26453.74;9971.01;26453.74
drtE18;36056.64;23907.23;12149.41;23907.23
drtE19;78856.55;21847.15;57009.4;21847.15
drtE20;38390.46;29183.34;9207.12;29183.34
drtE21;80774.97;9705.48;71069.49;9705.48
drtE22;107603.12;103277.25;4325.87;245982.38
