runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;11;384.82;572;572;471;431;100;100;253.73;1769.05;1769.05;638.55;3.25;5;0.31
NA;2;16;389.31;593;593;491.5;409;100;100;295.38;2097.72;2097.72;684.69;3.47;7;0.3
NA;3;25;385.96;581;581;504;433;100;100;299.44;1961.14;1925.81;685.4;3.37;9;0.26
NA;4;30;450.77;922;754.8;549;446.5;93.33;96.67;375.8;2653.49;2479.63;826.57;3.76;18;0.38
NA;5;27;424.93;604;598.8;548;448;96.3;100;376.89;2483.84;2243.28;801.81;3.6;20;0.43
NA;6;27;400.48;680;644.4;515;395;96.3;100;405.56;2589.28;2337.62;806.04;3.67;31;0.53
NA;7;29;412.86;681;649;534.5;420;89.66;100;550;3563.28;2672.36;962.86;3.9;34;0.54
NA;8;33;428.79;680;654.8;502;428;90.91;100;642.85;3856.6;2681.56;1071.64;3.9;36;0.52
NA;9;36;418.72;685;681.6;512.75;429.5;88.89;100;568.08;3879.52;2693.4;986.81;3.89;34;0.49
NA;10;39;409.13;706;680;535;392;87.18;100;542.62;3621.9;3071.27;951.74;4.16;41;0.51
NA;11;39;402.9;644;569;481;397;97.44;100;373.18;2616.15;2253.34;776.08;3.59;49;0.56
NA;12;32;419.94;580;572.85;509;444.5;100;100;340.41;2472.41;2314.94;760.34;3.64;58;0.64
NA;13;47;408.06;745;627.2;484;428;93.62;100;408;2982.84;2529.04;816.06;3.78;51;0.52
NA;14;43;435.65;880;619.2;517;442;95.35;100;320.47;2443.97;2437.4;756.12;3.72;51;0.54
NA;15;47;427.72;629;586;515;441;97.87;100;442.4;3502.01;2825.08;870.13;3.99;44;0.48
NA;16;41;466.66;878;776.7;563.5;446;82.93;100;406.34;3307.35;2623.55;873;3.84;45;0.52
NA;17;36;449.03;878;707.15;539.25;443;91.67;100;446.75;3760.56;2918.28;895.78;4.05;46;0.56
NA;18;33;477.27;878;849.3;576;496;78.79;100;574.24;4251.11;3037.92;1051.52;4.13;50;0.6
NA;19;35;411.29;694;617.2;517;413;97.14;100;392.14;3067.74;3034.89;803.43;4.13;57;0.62
NA;20;48;413.9;726;683.45;512.25;425.5;91.67;100;369.21;2638.84;2476.78;783.1;3.74;39;0.45
